1786019043_653954,1786019043_653954.wav,a,ko
1786019048_327326,1786019048_327326.wav,a,ta
1786019057_875084,1786019057_875084.wav,u,chi
1786019062_809871,1786019062_809871.wav,u,tsu
1786019066_795906,1786019066_795906.wav,e,te
1786019075_56339,1786019075_56339.wav,a,other
1786019086_663797,1786019086_663797.wav,o,to
1786019097_621055,1786019097_621055.wav,a,sa
1786019102_691495,1786019102_691495.wav,i,shi
1786019106_90828,1786019106_90828.wav,u,su
1786019110_605718,1786019110_605718.wav,e,se
1786019117_526542,1786019117_526542.wav,o,so
1786019249_663338,1786019249_663338.wav,u,ko
1786019257_871714,1786019257_871714.wav,o,to
1786019292_559882,1786019292_559882.wav,i,other
1786019394_971371,1786019394_971371.wav,e,o
1786019400_038862,1786019400_038862.wav,e,ko
1786019407_278191,1786019407_278191.wav,o,so
1786019412_599305,1786019412_599305.wav,o,to
1786019422_033405,1786019422_033405.wav,o,no
1786019427_118684,1786019427_118684.wav,o,ho
1786019432_75066,1786019432_75066.wav,o,mo
1786019439_955677,1786019439_955677.wav,i,yo
1786019446_998939,1786019446_998939.wav,o,ro
1786019463_499249,1786019463_499249.wav,u,n
1786288593_956065,1786288593_956065.wav,a,a
1786288608_003187,1786288608_003187.wav,i,ki
1786288693_160572,1786288693_160572.wav,o,ko
1786288700_953473,1786288700_953473.wav,a,ra
1786288706_919912,1786288706_919912.wav,i,ri
1786288711_135505,1786288711_135505.wav,u,ru
1786288717_021291,1786288717_021291.wav,e,re
1786288722_941761,1786288722_941761.wav,other,ro
1786414417_667321,1786414417_667321.wav,a,ka
1786414431_01966,1786414431_01966.wav,i,ki
1786414434_322931,1786414434_322931.wav,u,ku
1786414438_68722,1786414438_68722.wav,e,ke
1786414452_681081,1786414452_681081.wav,o,ko
1786414460_379855,1786414460_379855.wav,a,sa
1786414465_257824,1786414465_257824.wav,i,shi
1786414469_737276,1786414469_737276.wav,u,su
1786414472_983578,1786414472_983578.wav,e,se
1786414484_110105,1786414484_110105.wav,o,so
1786414493_024897,1786414493_024897.wav,a,ta
1786414497_349796,1786414497_349796.wav,a,ta
1786414559_100546,1786414559_100546.wav,a,
1786414583_482143,1786414583_482143.wav,a,
1786414606_297313,1786414606_297313.wav,a,
1786415138_296315,1786415138_296315.wav,other,se
1786415149_404315,1786415149_404315.wav,o,so
1786415153_043388,1786415153_043388.wav,a,ta
1786415163_812299,1786415163_812299.wav,other,chi
1786415169_836176,1786415169_836176.wav,u,tsu
1786415174_051496,1786415174_051496.wav,e,te
1786415180_335769,1786415180_335769.wav,o,to
1786415183_38007,1786415183_38007.wav,a,na
1786415186_930307,1786415186_930307.wav,u,ni
1786415189_868383,1786415189_868383.wav,u,nu
1786415192_981763,1786415192_981763.wav,e,ne
1786415196_56342,1786415196_56342.wav,o,no
1786415199_509069,1786415199_509069.wav,other,ha
1786415202_407439,1786415202_407439.wav,i,hi
1786415205_086137,1786415205_086137.wav,u,fu
1786415208_107067,1786415208_107067.wav,e,he
1786415212_125337,1786415212_125337.wav,o,ho
1786415215_088375,1786415215_088375.wav,a,ma
1786415217_586281,1786415217_586281.wav,i,mi
1786415220_396391,1786415220_396391.wav,u,mu
1786415241_669606,1786415241_669606.wav,other,mu
1786415247_419977,1786415247_419977.wav,u,me
1786415253_39341,1786415253_39341.wav,other,mo
1786415257_155373,1786415257_155373.wav,a,ya
1786415266_150837,1786415266_150837.wav,o,yo
1786415269_194158,1786415269_194158.wav,a,ra
1786415272_13145,1786415272_13145.wav,i,ri
1786415275_47004,1786415275_47004.wav,u,ru
1786415278_240346,1786415278_240346.wav,e,re
1786415283_433094,1786415283_433094.wav,o,ro
1786415286_991381,1786415286_991381.wav,o,wa
1786415290_300334,1786415290_300334.wav,o,wo
1786415296_266014,1786415296_266014.wav,u,n
1786415305_428551,1786415305_428551.wav,u,shu
1786415309_230652,1786415309_230652.wav,other,sho
1786415313_601878,1786415313_601878.wav,other,kya
1786415317_807163,1786415317_807163.wav,other,kyu
1786415321_897161,1786415321_897161.wav,o,kyo
1786415327_633602,1786415327_633602.wav,a,cha
1786415331_177209,1786415331_177209.wav,u,chu
1786415337_531126,1786415337_531126.wav,other,cho
1786415349_053476,1786415349_053476.wav,o,nya
1786415351_903041,1786415351_903041.wav,u,nyu
1786415355_131959,1786415355_131959.wav,o,nyo
1786415364_777419,1786415364_777419.wav,other,mya
1786415367_578545,1786415367_578545.wav,u,myu
1786415387_771429,1786415387_771429.wav,u,myo
1786415403_119362,1786415403_119362.wav,a,rya
1786415408_167542,1786415408_167542.wav,i,ryu
1786415461_369163,1786415461_369163.wav,i,ryo
1786416152_151747,1786416152_151747.wav,a,sa
1786416166_428243,1786416166_428243.wav,other,shi
1786416173_872483,1786416173_872483.wav,u,su
1786416182_658749,1786416182_658749.wav,u,se
1786416430_296159,1786416430_296159.wav,u,su
1786416443_931933,1786416443_931933.wav,other,so
1786416453_306496,1786416453_306496.wav,a,ra
1786416464_92718,1786416464_92718.wav,i,ri
1786416687_506351,1786416687_506351.wav,a,ra
1786416692_10653,1786416692_10653.wav,i,ri
1786416696_299578,1786416696_299578.wav,u,ru
1786416699_898663,1786416699_898663.wav,e,re
1786416703_774374,1786416703_774374.wav,o,ro
1786416709_312973,1786416709_312973.wav,a,na
1786416714_698861,1786416714_698861.wav,u,ni
1786416718_573152,1786416718_573152.wav,u,nu
1786416723_538621,1786416723_538621.wav,other,ne
1786416727_492521,1786416727_492521.wav,o,no
1786417037_809093,1786417037_809093.wav,a,a
1786417059_200458,1786417059_200458.wav,a,ya
1786417072_201271,1786417072_201271.wav,i,yu
1786417080_860363,1786417080_860363.wav,i,yo
1786436287_581842,1786436287_581842.wav,ra,a
1786436292_187643,1786436292_187643.wav,sa,ha
1786436318_663337,1786436318_663337.wav,a,na
1786436327_149057,1786436327_149057.wav,u,other
1786436331_281468,1786436331_281468.wav,a,other
1786436338_853021,1786436338_853021.wav,kyo,other
1786436348_531807,1786436348_531807.wav,o,other
1786436353_28011,1786436353_28011.wav,a,other
1786436363_476311,1786436363_476311.wav,kyu,rya
1786436369_949444,1786436369_949444.wav,u,other
1786535632_747237,1786535632_747237.wav,ma,ra
1786535644_189558,1786535644_189558.wav,i,ri
1786535656_195376,1786535656_195376.wav,a,sa
1786535667_211322,1786535667_211322.wav,sa,ta
1786535678_280381,1786535678_280381.wav,ne,ne
1786535689_13702,1786535689_13702.wav,wa,ma
1786535697_737785,1786535697_737785.wav,wo,mo
1786535707_924378,1786535707_924378.wav,i,yu
1786535717_217285,1786535717_217285.wav,i,ri
1786535739_081679,1786535739_081679.wav,chi,de
1786535811_61331,1786535811_61331.wav,i,di
1786535850_814489,1786535850_814489.wav,ki,bi
1786535854_694397,1786535854_694397.wav,i,bi
1786535863_300694,1786535863_300694.wav,a,pa
1786535873_073557,1786535873_073557.wav,i,pi
1786535876_522827,1786535876_522827.wav,ki,pi
1786535886_005304,1786535886_005304.wav,other,pe
1786535889_93468,1786535889_93468.wav,other,pe
1786535898_489629,1786535898_489629.wav,sho,kyo
1786535902_417682,1786535902_417682.wav,sho,kyo
1786535911_172441,1786535911_172441.wav,cha,sha
1786535916_085124,1786535916_085124.wav,sho,sha
1786535927_44295,1786535927_44295.wav,chu,chu
1786535932_079856,1786535932_079856.wav,ku,chu
1786535939_187298,1786535939_187298.wav,cho,cho
1786535943_032809,1786535943_032809.wav,n,cho
1786535951_916515,1786535951_916515.wav,ryu,nyu
1786535955_743359,1786535955_743359.wav,ru,nyu
1786535965_806375,1786535965_806375.wav,cha,hya
1786535969_800336,1786535969_800336.wav,sa,hya
1786535983_123434,1786535983_123434.wav,gyo,ryo
1786535988_954851,1786535988_954851.wav,ro,ryo
1786535998_353499,1786535998_353499.wav,pya,gya
1786536002_388315,1786536002_388315.wav,pya,gya
1786536010_500015,1786536010_500015.wav,i,gyu
1786536014_829403,1786536014_829403.wav,gu,gyu
1786536019_428143,1786536019_428143.wav,gu,gyu
1786536028_617708,1786536028_617708.wav,i,byu
1786536032_855663,1786536032_855663.wav,gu,byu
1786536038_309801,1786536038_309801.wav,i,byu
1786536054_645408,1786536054_645408.wav,ma,pyo
1786536063_845126,1786536063_845126.wav,ma,other
1786536070_305262,1786536070_305262.wav,u,other
1786536077_850114,1786536077_850114.wav,wa,other
1786536095_196495,1786536095_196495.wav,other,other
1786536102_387575,1786536102_387575.wav,ma,other
1786536108_842082,1786536108_842082.wav,a,other
1786767588_136917,1786767588_136917.wav,a,a
1786767604_908738,1786767604_908738.wav,wa,other
1786767608_923932,1786767608_923932.wav,i,other
1786767613_254514,1786767613_254514.wav,su,su
1786767622_280193,1786767622_280193.wav,mo,nyo
1786767626_861832,1786767626_861832.wav,cha,ta
1786767630_861177,1786767630_861177.wav,ku,other
1786767635_338664,1786767635_338664.wav,sa,ka
1786767640_327905,1786767640_327905.wav,other,shi
1786767645_5965,1786767645_5965.wav,no,yo
1786767833_991717,1786767833_991717.wav,ma,ra
1786767840_744195,1786767840_744195.wav,o,no
1786768822_534378,1786768822_534378.wav,nya,nya
1786768832_317978,1786768832_317978.wav,ryo,other
1786768849_869301,1786768849_869301.wav,ko,po
1786768859_435198,1786768859_435198.wav,hi,chi
1786768865_893759,1786768865_893759.wav,no,no
1786768875_472351,1786768875_472351.wav,ri,ri
1786768882_804106,1786768882_804106.wav,ro,ro
1786768887_530033,1786768887_530033.wav,hi,hi
1786768896_301426,1786768896_301426.wav,hi,hi
1786769503_796103,1786769503_796103.wav,so,sa
1786769508_424511,1786769508_424511.wav,ta,ta
1786769531_427459,1786769531_427459.wav,cha,cha
1786769538_888897,1786769538_888897.wav,no,no
1786769547_554228,1786769547_554228.wav,wo,wa
1786769553_895225,1786769553_895225.wav,mo,wo
1786769562_154247,1786769562_154247.wav,cho,cho
1786769568_037498,1786769568_037498.wav,bya,rya
1786769573_86999,1786769573_86999.wav,ma,ba
1786769591_524101,1786769591_524101.wav,i,bi
1786769596_019857,1786769596_019857.wav,bo,bo
1786769604_65589,1786769604_65589.wav,ya,hya
1786769608_753521,1786769608_753521.wav,hyu,hyu
1786769612_57844,1786769612_57844.wav,hyo,hyo
1786769618_341492,1786769618_341492.wav,ta,pa
1786769624_80103,1786769624_80103.wav,pi,pi
1786769629_061075,1786769629_061075.wav,ku,pu
1786770445_555502,1786770445_555502.wav,ga,ra
1786770454_894536,1786770454_894536.wav,ho,po
1786770462_884371,1786770462_884371.wav,other,other
1786770471_924565,1786770471_924565.wav,rya,rya
1786770480_160839,1786770480_160839.wav,ryo,other
1786770490_445773,1786770490_445773.wav,bu,n
1786770503_156561,1786770503_156561.wav,o,to
1786770507_175347,1786770507_175347.wav,to,to
1786770516_069223,1786770516_069223.wav,i,chi
1786770522_438517,1786770522_438517.wav,hya,kya
1786770925_121431,1786770925_121431.wav,cho,other
1786770931_830542,1786770931_830542.wav,ho,ho
1786770936_906947,1786770936_906947.wav,ni,ni
1786770941_489068,1786770941_489068.wav,gu,other
1786770946_597955,1786770946_597955.wav,ru,gu
1786770970_742904,1786770970_742904.wav,i,ru
1786770984_610758,1786770984_610758.wav,wa,wa
1786770989_800156,1786770989_800156.wav,shi,shi
1786770993_709563,1786770993_709563.wav,so,so
1786770999_413519,1786770999_413519.wav,ro,ro
1786771006_991108,1786771006_991108.wav,mo,mo
